Bridge_ID,State_Code,Year_Built,Daily_Traffic_Count,Material_Type,Design_Code,Deck_Condition,Superstructure_Condition,Substructure_Condition,Decade_Built,Average_Condition_Score,Maintenance_Urgency,Infrastructure_Generation
000000031300100,13,1927,11830,Concrete,Culvert,6.0,6.0,6.0,1920,6.0,Routine Monitoring,1. Pre-1960 Historic
000000015500180,13,1927,3050,Concrete,Culvert,6.0,6.0,6.0,1920,6.0,Routine Monitoring,1. Pre-1960 Historic
000000011150420,13,1928,490,Steel,Truss - Thru,6.0,5.0,7.0,1920,6.0,Routine Monitoring,1. Pre-1960 Historic
000000015300150,13,1928,9040,Concrete,Culvert,6.0,6.0,6.0,1920,6.0,Routine Monitoring,1. Pre-1960 Historic
000000015900020,13,1928,1250,Concrete,Culvert,6.0,6.0,6.0,1920,6.0,Routine Monitoring,1. Pre-1960 Historic
000000022700040,13,1928,1600,Concrete,Culvert,6.0,6.0,6.0,1920,6.0,Routine Monitoring,1. Pre-1960 Historic
000000015300120,13,1928,4110,Concrete,Culvert,6.0,6.0,6.0,1920,6.0,Routine Monitoring,1. Pre-1960 Historic
000000001550240,13,1928,600,Steel Continuous,Stringer/Multi-beam or Girder,6.0,6.0,6.0,1920,6.0,Routine Monitoring,1. Pre-1960 Historic
000000012300100,13,1928,13740,Concrete,Culvert,6.0,6.0,6.0,1920,6.0,Routine Monitoring,1. Pre-1960 Historic
000000011500380,13,1928,3440,Concrete,Tee Beam,7.0,7.0,6.0,1920,6.67,Stable / Acceptable Health,1. Pre-1960 Historic
000000011950930,13,1928,2420,Concrete,Culvert,6.0,6.0,6.0,1920,6.0,Routine Monitoring,1. Pre-1960 Historic
000000001500670,13,1928,2530,Concrete,Culvert,6.0,6.0,6.0,1920,6.0,Routine Monitoring,1. Pre-1960 Historic
000000032150700,13,1928,490,Concrete,Tee Beam,7.0,7.0,7.0,1920,7.0,Stable / Acceptable Health,1. Pre-1960 Historic
000000016900130,13,1928,5920,Concrete,Culvert,6.0,6.0,6.0,1920,6.0,Routine Monitoring,1. Pre-1960 Historic
000000001500610,13,1928,6790,Concrete,Tee Beam,6.0,5.0,6.0,1920,5.67,Routine Monitoring,1. Pre-1960 Historic
000000011900140,13,1928,2820,Concrete,Culvert,6.0,6.0,6.0,1920,6.0,Routine Monitoring,1. Pre-1960 Historic
000000014750210,13,1928,40,Concrete,Arch - Deck,7.0,7.0,7.0,1920,7.0,Stable / Acceptable Health,1. Pre-1960 Historic
000000027750250,13,1928,104,Concrete,Slab,7.0,7.0,7.0,1920,7.0,Stable / Acceptable Health,1. Pre-1960 Historic
000000024150360,13,1928,600,Concrete,Tee Beam,5.0,4.0,5.0,1920,4.67,Routine Monitoring,1. Pre-1960 Historic
000000013300050,13,1928,2440,Concrete,Culvert,6.0,6.0,6.0,1920,6.0,Routine Monitoring,1. Pre-1960 Historic
000000027750260,13,1928,104,Concrete,Slab,7.0,7.0,7.0,1920,7.0,Stable / Acceptable Health,1. Pre-1960 Historic
000000012300090,13,1928,13740,Concrete,Tee Beam,6.0,7.0,5.0,1920,6.0,Routine Monitoring,1. Pre-1960 Historic
000000007900110,13,1928,3550,Concrete,Tee Beam,7.0,7.0,7.0,1920,7.0,Stable / Acceptable Health,1. Pre-1960 Historic
000000009300040,13,1928,1670,Concrete,Culvert,6.0,6.0,6.0,1920,6.0,Routine Monitoring,1. Pre-1960 Historic
000000023300140,13,1928,11060,Concrete,Culvert,6.0,6.0,6.0,1920,6.0,Routine Monitoring,1. Pre-1960 Historic
000000012151780,13,1928,1940,Steel,Stringer/Multi-beam or Girder,7.0,7.0,7.0,1920,7.0,Stable / Acceptable Health,1. Pre-1960 Historic
000000027750550,13,1928,3900,Concrete,Slab,7.0,7.0,7.0,1920,7.0,Stable / Acceptable Health,1. Pre-1960 Historic
000000012900260,13,1928,3080,Concrete,Culvert,6.0,6.0,6.0,1920,6.0,Routine Monitoring,1. Pre-1960 Historic
000000016900140,13,1928,8810,Concrete,Culvert,6.0,6.0,6.0,1920,6.0,Routine Monitoring,1. Pre-1960 Historic
000000027900040,13,1928,3720,Concrete,Culvert,6.0,6.0,6.0,1920,6.0,Routine Monitoring,1. Pre-1960 Historic
000000012103290,13,1928,9050,Steel,Stringer/Multi-beam or Girder,6.0,6.0,7.0,1920,6.33,Stable / Acceptable Health,1. Pre-1960 Historic
000000018550200,13,1928,490,Concrete,Culvert,6.0,6.0,6.0,1920,6.0,Routine Monitoring,1. Pre-1960 Historic
000000009300010,13,1928,2800,Concrete,Culvert,6.0,6.0,6.0,1920,6.0,Routine Monitoring,1. Pre-1960 Historic
000000027300120,13,1928,9130,Concrete,Tee Beam,7.0,7.0,7.0,1920,7.0,Stable / Acceptable Health,1. Pre-1960 Historic
000000021300430,13,1928,790,Concrete,Tee Beam,5.0,4.0,5.0,1920,4.67,Routine Monitoring,1. Pre-1960 Historic
000000013500100,13,1928,36780,Concrete,Culvert,6.0,6.0,6.0,1920,6.0,Routine Monitoring,1. Pre-1960 Historic
000000012300140,13,1928,13740,Concrete,Culvert,6.0,6.0,6.0,1920,6.0,Routine Monitoring,1. Pre-1960 Historic
000000027900080,13,1928,4700,Concrete,Culvert,6.0,6.0,6.0,1920,6.0,Routine Monitoring,1. Pre-1960 Historic
000000008100010,13,1928,3210,Concrete,Tee Beam,7.0,7.0,7.0,1920,7.0,Stable / Acceptable Health,1. Pre-1960 Historic
000000012100330,13,1928,35310,Concrete,Arch - Deck,5.0,6.0,5.0,1920,5.33,Routine Monitoring,1. Pre-1960 Historic
000000015700030,13,1928,3710,Concrete,Culvert,6.0,6.0,6.0,1920,6.0,Routine Monitoring,1. Pre-1960 Historic
000000012105820,13,1928,3540,Steel,Stringer/Multi-beam or Girder,6.0,6.0,7.0,1920,6.33,Stable / Acceptable Health,1. Pre-1960 Historic
000000012104420,13,1928,7990,Steel,Stringer/Multi-beam or Girder,6.0,7.0,6.0,1920,6.33,Stable / Acceptable Health,1. Pre-1960 Historic
000000014750200,13,1928,70,Concrete,Tee Beam,6.0,5.0,6.0,1920,5.67,Routine Monitoring,1. Pre-1960 Historic
000000012900240,13,1928,3060,Concrete,Culvert,6.0,6.0,6.0,1920,6.0,Routine Monitoring,1. Pre-1960 Historic
000000012300130,13,1928,490,Concrete,Tee Beam,6.0,6.0,5.0,1920,5.67,Routine Monitoring,1. Pre-1960 Historic
000000001550250,13,1928,230,Steel,Stringer/Multi-beam or Girder,7.0,6.0,6.0,1920,6.33,Stable / Acceptable Health,1. Pre-1960 Historic
000000018900050,13,1928,4420,Concrete,Culvert,6.0,6.0,6.0,1920,6.0,Routine Monitoring,1. Pre-1960 Historic
000000015300160,13,1928,5870,Concrete,Culvert,6.0,6.0,6.0,1920,6.0,Routine Monitoring,1. Pre-1960 Historic
000000006300020,13,1928,9130,Concrete,Tee Beam,7.0,7.0,7.0,1920,7.0,Stable / Acceptable Health,1. Pre-1960 Historic
000000025500020,13,1928,23750,Prestressed Concrete,Box Beam or Girders - Multiple,7.0,7.0,7.0,1920,7.0,Stable / Acceptable Health,1. Pre-1960 Historic
000000012900040,13,1928,8930,Concrete,Culvert,6.0,6.0,6.0,1920,6.0,Routine Monitoring,1. Pre-1960 Historic
000000012900060,13,1928,19250,Concrete,Culvert,6.0,6.0,6.0,1920,6.0,Routine Monitoring,1. Pre-1960 Historic
000000018550210,13,1928,490,Concrete,Tee Beam,4.0,5.0,5.0,1920,4.67,Routine Monitoring,1. Pre-1960 Historic
000000015700040,13,1928,8520,Concrete,Tee Beam,7.0,7.0,7.0,1920,7.0,Stable / Acceptable Health,1. Pre-1960 Historic
000000008950190,13,1928,2202,Concrete,Tee Beam,6.0,7.0,7.0,1920,6.67,Stable / Acceptable Health,1. Pre-1960 Historic
000000012104500,13,1928,10470,Steel,Stringer/Multi-beam or Girder,7.0,7.0,6.0,1920,6.67,Stable / Acceptable Health,1. Pre-1960 Historic
000000006700320,13,1928,20140,Concrete,Culvert,6.0,6.0,6.0,1920,6.0,Routine Monitoring,1. Pre-1960 Historic
000000006900150,13,1928,4370,Concrete,Culvert,6.0,6.0,6.0,1920,6.0,Routine Monitoring,1. Pre-1960 Historic
000000012900050,13,1928,8930,Concrete,Culvert,6.0,6.0,6.0,1920,6.0,Routine Monitoring,1. Pre-1960 Historic
000000012104370,13,1928,14160,Steel,Stringer/Multi-beam or Girder,7.0,7.0,7.0,1920,7.0,Stable / Acceptable Health,1. Pre-1960 Historic
000000017900560,13,1928,7540,Concrete,Culvert,6.0,6.0,6.0,1920,6.0,Routine Monitoring,1. Pre-1960 Historic
000000010700220,13,1928,2150,Concrete,Tee Beam,7.0,6.0,5.0,1920,6.0,Routine Monitoring,1. Pre-1960 Historic
000000032100390,13,1929,490,Concrete,Tee Beam,7.0,7.0,7.0,1920,7.0,Stable / Acceptable Health,1. Pre-1960 Historic
000000012105760,13,1929,4280,Steel,Stringer/Multi-beam or Girder,6.0,5.0,6.0,1920,5.67,Routine Monitoring,1. Pre-1960 Historic
000000022700130,13,1929,3780,Concrete,Culvert,6.0,6.0,6.0,1920,6.0,Routine Monitoring,1. Pre-1960 Historic
000000015700090,13,1929,14020,Concrete,Arch - Deck,7.0,7.0,7.0,1920,7.0,Stable / Acceptable Health,1. Pre-1960 Historic
000000012103190,13,1929,890,Steel,Stringer/Multi-beam or Girder,6.0,8.0,6.0,1920,6.67,Stable / Acceptable Health,1. Pre-1960 Historic
000000018700050,13,1929,1090,Concrete,Culvert,6.0,6.0,6.0,1920,6.0,Routine Monitoring,1. Pre-1960 Historic
000000013500090,13,1929,36780,Concrete,Culvert,6.0,6.0,6.0,1920,6.0,Routine Monitoring,1. Pre-1960 Historic
000000012900070,13,1929,10120,Concrete,Culvert,6.0,6.0,6.0,1920,6.0,Routine Monitoring,1. Pre-1960 Historic
000000003100310,13,1929,4430,Concrete,Culvert,6.0,6.0,6.0,1920,6.0,Routine Monitoring,1. Pre-1960 Historic
000000003100320,13,1929,4430,Concrete,Culvert,6.0,6.0,6.0,1920,6.0,Routine Monitoring,1. Pre-1960 Historic
000000021700060,13,1929,2150,Concrete,Culvert,6.0,6.0,6.0,1920,6.0,Routine Monitoring,1. Pre-1960 Historic
000000024150280,13,1929,1220,Concrete,Culvert,6.0,6.0,6.0,1920,6.0,Routine Monitoring,1. Pre-1960 Historic
000000003100330,13,1929,6290,Concrete,Culvert,6.0,6.0,6.0,1920,6.0,Routine Monitoring,1. Pre-1960 Historic
000000012103470,13,1929,3260,Steel,Stringer/Multi-beam or Girder,7.0,6.0,6.0,1920,6.33,Stable / Acceptable Health,1. Pre-1960 Historic
000000022700110,13,1929,5180,Concrete,Tee Beam,6.0,6.0,5.0,1920,5.67,Routine Monitoring,1. Pre-1960 Historic
000000003100340,13,1929,6290,Concrete,Culvert,6.0,6.0,6.0,1920,6.0,Routine Monitoring,1. Pre-1960 Historic
000000028700030,13,1929,1110,Concrete,Tee Beam,7.0,7.0,7.0,1920,7.0,Stable / Acceptable Health,1. Pre-1960 Historic
000000022700140,13,1929,3780,Concrete,Tee Beam,7.0,6.0,6.0,1920,6.33,Stable / Acceptable Health,1. Pre-1960 Historic
000000012150300,13,1929,5770,Steel,Stringer/Multi-beam or Girder,7.0,7.0,7.0,1920,7.0,Stable / Acceptable Health,1. Pre-1960 Historic
000000016500200,13,1929,4320,Concrete,Culvert,6.0,6.0,6.0,1920,6.0,Routine Monitoring,1. Pre-1960 Historic
000000030300040,13,1929,1350,Concrete,Culvert,6.0,6.0,6.0,1920,6.0,Routine Monitoring,1. Pre-1960 Historic
000000025300010,13,1929,7880,Concrete,Culvert,6.0,6.0,6.0,1920,6.0,Routine Monitoring,1. Pre-1960 Historic
000000012104580,13,1929,9220,Steel,Stringer/Multi-beam or Girder,7.0,7.0,6.0,1920,6.67,Stable / Acceptable Health,1. Pre-1960 Historic
000000002750710,13,1929,260,Concrete,Tee Beam,7.0,7.0,7.0,1920,7.0,Stable / Acceptable Health,1. Pre-1960 Historic
000000001500700,13,1929,1630,Concrete,Tee Beam,6.0,6.0,6.0,1920,6.0,Routine Monitoring,1. Pre-1960 Historic
000000029150370,13,1929,490,Steel Continuous,Stringer/Multi-beam or Girder,7.0,7.0,7.0,1920,7.0,Stable / Acceptable Health,1. Pre-1960 Historic
000000018700070,13,1929,2440,Concrete,Tee Beam,5.0,5.0,5.0,1920,5.0,Routine Monitoring,1. Pre-1960 Historic
000000012103510,13,1929,3400,Steel,Stringer/Multi-beam or Girder,7.0,7.0,7.0,1920,7.0,Stable / Acceptable Health,1. Pre-1960 Historic
000000022700090,13,1929,5180,Concrete,Tee Beam,7.0,6.0,6.0,1920,6.33,Stable / Acceptable Health,1. Pre-1960 Historic
000000022700120,13,1929,5180,Concrete,Culvert,6.0,6.0,6.0,1920,6.0,Routine Monitoring,1. Pre-1960 Historic
000000001500630,13,1929,4330,Concrete,Culvert,6.0,6.0,6.0,1920,6.0,Routine Monitoring,1. Pre-1960 Historic
000000013500060,13,1929,11090,Concrete,Tee Beam,6.0,6.0,6.0,1920,6.0,Routine Monitoring,1. Pre-1960 Historic
000000001500650,13,1929,2530,Concrete,Tee Beam,6.0,6.0,6.0,1920,6.0,Routine Monitoring,1. Pre-1960 Historic
000000012103760,13,1929,4280,Steel,Stringer/Multi-beam or Girder,7.0,6.0,7.0,1920,6.67,Stable / Acceptable Health,1. Pre-1960 Historic
000000001550550,13,1929,600,Concrete,Tee Beam,6.0,6.0,6.0,1920,6.0,Routine Monitoring,1. Pre-1960 Historic
000000001550560,13,1929,600,Concrete,Tee Beam,5.0,5.0,4.0,1920,4.67,Routine Monitoring,1. Pre-1960 Historic
000000012151750,13,1929,1940,Steel,Girder and Floorbeam System,6.0,6.0,6.0,1920,6.0,Routine Monitoring,1. Pre-1960 Historic
000000007390020,13,1929,4300,Steel Continuous,Stringer/Multi-beam or Girder,6.0,5.0,6.0,1920,5.67,Routine Monitoring,1. Pre-1960 Historic
000000013950020,13,1929,490,Concrete,Tee Beam,5.0,6.0,5.0,1920,5.33,Routine Monitoring,1. Pre-1960 Historic
000000018700040,13,1929,1120,Concrete,Culvert,6.0,6.0,6.0,1920,6.0,Routine Monitoring,1. Pre-1960 Historic
000000018700060,13,1929,1090,Concrete,Tee Beam,7.0,7.0,4.0,1920,6.0,Routine Monitoring,1. Pre-1960 Historic
000000012300070,13,1929,2310,Concrete,Tee Beam,5.0,5.0,5.0,1920,5.0,Routine Monitoring,1. Pre-1960 Historic
000000021700050,13,1929,2150,Concrete,Culvert,6.0,6.0,6.0,1920,6.0,Routine Monitoring,1. Pre-1960 Historic
000000022700080,13,1929,5180,Concrete,Slab,7.0,7.0,7.0,1920,7.0,Stable / Acceptable Health,1. Pre-1960 Historic
000000032100380,13,1929,490,Concrete,Culvert,6.0,6.0,6.0,1920,6.0,Routine Monitoring,1. Pre-1960 Historic
000000011900120,13,1930,1940,Concrete,Tee Beam,6.0,6.0,6.0,1930,6.0,Routine Monitoring,1. Pre-1960 Historic
11100810F01775N,13,1930,2130,Steel,Stringer/Multi-beam or Girder,6.0,6.0,6.0,1930,6.0,Routine Monitoring,1. Pre-1960 Historic
000000021501100,13,1930,16660,Steel,Stringer/Multi-beam or Girder,7.0,7.0,7.0,1930,7.0,Stable / Acceptable Health,1. Pre-1960 Historic
000000019950460,13,1930,104,Wood or Timber,Truss - Thru,5.0,4.0,4.0,1930,4.33,Routine Monitoring,1. Pre-1960 Historic
000000026350190,13,1930,50,Steel,Stringer/Multi-beam or Girder,6.0,6.0,3.0,1930,5.0,Routine Monitoring,1. Pre-1960 Historic
000000011900100,13,1930,1090,Concrete,Tee Beam,6.0,6.0,6.0,1930,6.0,Routine Monitoring,1. Pre-1960 Historic
000000021500200,13,1930,8930,Concrete,Arch - Deck,7.0,7.0,7.0,1930,7.0,Stable / Acceptable Health,1. Pre-1960 Historic
000000013950750,13,1930,490,Steel,Culvert,6.0,6.0,6.0,1930,6.0,Routine Monitoring,1. Pre-1960 Historic
000000015300140,13,1930,6730,Concrete,Culvert,6.0,6.0,6.0,1930,6.0,Routine Monitoring,1. Pre-1960 Historic
000000001550160,13,1930,620,Steel,Stringer/Multi-beam or Girder,7.0,6.0,6.0,1930,6.33,Stable / Acceptable Health,1. Pre-1960 Historic
000000020550070,13,1930,104,Wood or Timber,Stringer/Multi-beam or Girder,5.0,6.0,6.0,1930,5.67,Routine Monitoring,1. Pre-1960 Historic
000000016700200,13,1930,2180,Concrete,Culvert,6.0,6.0,6.0,1930,6.0,Routine Monitoring,1. Pre-1960 Historic
000000009350280,13,1930,40,Steel,Stringer/Multi-beam or Girder,5.0,5.0,6.0,1930,5.33,Routine Monitoring,1. Pre-1960 Historic
000000013300080,13,1930,2980,Concrete,Culvert,6.0,6.0,6.0,1930,6.0,Routine Monitoring,1. Pre-1960 Historic
000000008500070,13,1930,2830,Concrete,Arch - Deck,7.0,7.0,6.0,1930,6.67,Stable / Acceptable Health,1. Pre-1960 Historic
000000016700210,13,1930,1490,Concrete,Culvert,6.0,6.0,6.0,1930,6.0,Routine Monitoring,1. Pre-1960 Historic
000000003300140,13,1930,12200,Concrete,Culvert,6.0,6.0,6.0,1930,6.0,Routine Monitoring,1. Pre-1960 Historic
000000011500360,13,1930,4020,Concrete,Culvert,6.0,6.0,6.0,1930,6.0,Routine Monitoring,1. Pre-1960 Historic
000000017900170,13,1930,19730,Concrete,Culvert,6.0,6.0,6.0,1930,6.0,Routine Monitoring,1. Pre-1960 Historic
000000010550710,13,1930,40,Steel,Stringer/Multi-beam or Girder,7.0,7.0,7.0,1930,7.0,Stable / Acceptable Health,1. Pre-1960 Historic
000000012105770,13,1930,4480,Concrete,Culvert,6.0,6.0,6.0,1930,6.0,Routine Monitoring,1. Pre-1960 Historic
000000008500090,13,1930,6080,Concrete,Culvert,6.0,6.0,6.0,1930,6.0,Routine Monitoring,1. Pre-1960 Historic
000000021501060,13,1930,17640,Concrete,Culvert,6.0,6.0,6.0,1930,6.0,Routine Monitoring,1. Pre-1960 Historic
000000021500910,13,1930,5540,Other Material Main Span OR No Approach or Second Span Type,Mixed Types,7.0,7.0,7.0,1930,7.0,Stable / Acceptable Health,1. Pre-1960 Historic
000000021501110,13,1930,3590,Steel,Stringer/Multi-beam or Girder,7.0,7.0,7.0,1930,7.0,Stable / Acceptable Health,1. Pre-1960 Historic
000000020550390,13,1930,104,Wood or Timber,Stringer/Multi-beam or Girder,7.0,7.0,5.0,1930,6.33,Stable / Acceptable Health,1. Pre-1960 Historic
000000012104100,13,1930,19320,Steel,Stringer/Multi-beam or Girder,7.0,6.0,7.0,1930,6.67,Stable / Acceptable Health,1. Pre-1960 Historic
000000005500440,13,1930,2150,Concrete,Arch - Deck,7.0,6.0,7.0,1930,6.67,Stable / Acceptable Health,1. Pre-1960 Historic
000000002750540,13,1930,30,Steel,Stringer/Multi-beam or Girder,6.0,6.0,6.0,1930,6.0,Routine Monitoring,1. Pre-1960 Historic
000000002500230,13,1930,6270,Concrete,Culvert,6.0,6.0,6.0,1930,6.0,Routine Monitoring,1. Pre-1960 Historic
000000013300060,13,1930,2470,Concrete,Culvert,6.0,6.0,6.0,1930,6.0,Routine Monitoring,1. Pre-1960 Historic
000000031700040,13,1930,2330,Concrete,Tee Beam,7.0,6.0,7.0,1930,6.67,Stable / Acceptable Health,1. Pre-1960 Historic
000000012100200,13,1930,13940,Concrete,Arch - Deck,6.0,6.0,6.0,1930,6.0,Routine Monitoring,1. Pre-1960 Historic
000000021100120,13,1930,3100,Concrete,Culvert,6.0,6.0,6.0,1930,6.0,Routine Monitoring,1. Pre-1960 Historic
000000002100440,13,1930,3040,Concrete,Culvert,6.0,6.0,6.0,1930,6.0,Routine Monitoring,1. Pre-1960 Historic
000000007750830,13,1930,830,Concrete,Tee Beam,6.0,6.0,6.0,1930,6.0,Routine Monitoring,1. Pre-1960 Historic
000000029500400,13,1930,790,Concrete,Girder and Floorbeam System,6.0,6.0,6.0,1930,6.0,Routine Monitoring,1. Pre-1960 Historic
000000006700210,13,1930,28130,Concrete,Box Beam or Girders - Multiple,7.0,7.0,7.0,1930,7.0,Stable / Acceptable Health,1. Pre-1960 Historic
000000005101390,13,1930,19860,Concrete,Culvert,6.0,6.0,6.0,1930,6.0,Routine Monitoring,1. Pre-1960 Historic
000000023500130,13,1930,3240,Concrete,Culvert,6.0,6.0,6.0,1930,6.0,Routine Monitoring,1. Pre-1960 Historic
000000008500060,13,1930,2410,Concrete,Culvert,6.0,6.0,6.0,1930,6.0,Routine Monitoring,1. Pre-1960 Historic
000000008700180,13,1930,5280,Concrete,Culvert,6.0,6.0,6.0,1930,6.0,Routine Monitoring,1. Pre-1960 Historic
000000031350220,13,1930,600,Concrete,Arch - Deck,7.0,7.0,6.0,1930,6.67,Stable / Acceptable Health,1. Pre-1960 Historic
000000021501020,13,1930,4420,Concrete,Tee Beam,7.0,6.0,6.0,1930,6.33,Stable / Acceptable Health,1. Pre-1960 Historic
000000009500020,13,1930,5480,Concrete,Culvert,6.0,6.0,6.0,1930,6.0,Routine Monitoring,1. Pre-1960 Historic
000000002150360,13,1930,1440,Steel,Stringer/Multi-beam or Girder,7.0,7.0,7.0,1930,7.0,Stable / Acceptable Health,1. Pre-1960 Historic
000000002750250,13,1930,104,Steel,Stringer/Multi-beam or Girder,7.0,6.0,7.0,1930,6.67,Stable / Acceptable Health,1. Pre-1960 Historic
000000005101500,13,1930,8520,Steel,Stringer/Multi-beam or Girder,7.0,5.0,6.0,1930,6.0,Routine Monitoring,1. Pre-1960 Historic
000000022900190,13,1930,6440,Concrete,Culvert,6.0,6.0,6.0,1930,6.0,Routine Monitoring,1. Pre-1960 Historic
000000008750620,13,1930,7480,Concrete,Culvert,6.0,6.0,6.0,1930,6.0,Routine Monitoring,1. Pre-1960 Historic
000000022300020,13,1930,16910,Concrete,Tee Beam,6.0,6.0,6.0,1930,6.0,Routine Monitoring,1. Pre-1960 Historic
000000021500940,13,1930,6580,Concrete,Tee Beam,7.0,7.0,6.0,1930,6.67,Stable / Acceptable Health,1. Pre-1960 Historic
000000025550470,13,1930,6540,Concrete,Slab,5.0,5.0,6.0,1930,5.33,Routine Monitoring,1. Pre-1960 Historic
000000002100450,13,1930,8980,Concrete,Culvert,6.0,6.0,6.0,1930,6.0,Routine Monitoring,1. Pre-1960 Historic
000000012900230,13,1930,4840,Concrete,Tee Beam,7.0,6.0,5.0,1930,6.0,Routine Monitoring,1. Pre-1960 Historic
000000009300470,13,1930,660,Steel,Stringer/Multi-beam or Girder,5.0,5.0,5.0,1930,5.0,Routine Monitoring,1. Pre-1960 Historic
000000005500250,13,1930,1380,Steel,Stringer/Multi-beam or Girder,5.0,4.0,3.0,1930,4.0,Critical Action Required,1. Pre-1960 Historic
000000005500020,13,1930,9540,Concrete,Tee Beam,7.0,7.0,7.0,1930,7.0,Stable / Acceptable Health,1. Pre-1960 Historic
000000025700030,13,1930,3090,Concrete,Culvert,6.0,6.0,6.0,1930,6.0,Routine Monitoring,1. Pre-1960 Historic
000000029500040,13,1930,14120,Steel Continuous,Stringer/Multi-beam or Girder,6.0,6.0,5.0,1930,5.67,Routine Monitoring,1. Pre-1960 Historic
000000006100010,13,1930,1400,Concrete,Culvert,6.0,6.0,6.0,1930,6.0,Routine Monitoring,1. Pre-1960 Historic
000000021550090,13,1930,1768,Concrete,Culvert,6.0,6.0,6.0,1930,6.0,Routine Monitoring,1. Pre-1960 Historic
000000012900090,13,1930,6050,Prestressed Concrete,Stringer/Multi-beam or Girder,7.0,7.0,6.0,1930,6.67,Stable / Acceptable Health,1. Pre-1960 Historic
000000008500080,13,1930,2830,Concrete,Culvert,6.0,6.0,6.0,1930,6.0,Routine Monitoring,1. Pre-1960 Historic
000000018300180,13,1930,9860,Concrete,Culvert,6.0,6.0,6.0,1930,6.0,Routine Monitoring,1. Pre-1960 Historic
000000029550190,13,1930,220,Steel Continuous,Stringer/Multi-beam or Girder,5.0,7.0,5.0,1930,5.67,Routine Monitoring,1. Pre-1960 Historic
000000011500610,13,1930,7770,Concrete,Tee Beam,6.0,6.0,5.0,1930,5.67,Routine Monitoring,1. Pre-1960 Historic
000000012104430,13,1931,5410,Steel,Stringer/Multi-beam or Girder,6.0,7.0,7.0,1930,6.67,Stable / Acceptable Health,1. Pre-1960 Historic
000000017500900,13,1931,2810,Concrete,Tee Beam,7.0,6.0,6.0,1930,6.33,Stable / Acceptable Health,1. Pre-1960 Historic
000000019900050,13,1931,2110,Concrete,Culvert,6.0,6.0,6.0,1930,6.0,Routine Monitoring,1. Pre-1960 Historic
000000019500080,13,1931,3760,Concrete,Tee Beam,7.0,6.0,6.0,1930,6.33,Stable / Acceptable Health,1. Pre-1960 Historic
000000016500260,13,1931,4790,Concrete,Culvert,6.0,6.0,6.0,1930,6.0,Routine Monitoring,1. Pre-1960 Historic
000000015700020,13,1931,3710,Concrete,Culvert,6.0,6.0,6.0,1930,6.0,Routine Monitoring,1. Pre-1960 Historic
000000022700070,13,1931,3630,Concrete,Tee Beam,6.0,5.0,6.0,1930,5.67,Routine Monitoring,1. Pre-1960 Historic
000000017500100,13,1931,10900,Concrete,Culvert,6.0,6.0,6.0,1930,6.0,Routine Monitoring,1. Pre-1960 Historic
000000012152360,13,1931,1940,Steel,Stringer/Multi-beam or Girder,7.0,8.0,6.0,1930,7.0,Stable / Acceptable Health,1. Pre-1960 Historic
000000019500030,13,1931,7730,Concrete,Culvert,6.0,6.0,6.0,1930,6.0,Routine Monitoring,1. Pre-1960 Historic
000000012153860,13,1931,2890,Concrete,Culvert,6.0,6.0,6.0,1930,6.0,Routine Monitoring,1. Pre-1960 Historic
